"!","3","4","5","7","8","C","E","G","L","N","S","T","X","Z","a","b","c","d","e","f","g","h","i","j","k","l","m","n","o","p","q","r","s","t","u","v","w","x","y",z
"!",5.1221920197,-5.36662794218,-0.666098701727,-3.80462711301,-4.72737562476,-2.5387276666,-4.17330155231,-4.84321178176,-0.21103665248,-3.08766086037,-5.23547455587,-4.0513997949,-3.26799157438,-2.89796131773,-2.3440992856,-7.22161618267,-5.3759678943,-3.91024394631,-5.21099366722,-6.09265795848,-3.9121293559,-4.34599979871,-4.98365849728,-6.80061570421,-3.44505153856,-6.0799983567,-5.72265265766,-6.06860654487,-6.33992068057,-6.38383356673,-5.18741966128,-3.63319916261,-5.7771143893,-5.42218854696,-6.02042537531,-6.47717530528,-3.73340116778,-5.10849692178,-4.00213610276,-5.13398237356,-3.47821826272
"3",-5.36662794218,2.3212134083,-4.06734495805,-4.90328827633,-7.43547470052,-5.24682674237,-6.88140062807,-0.578236112421,-3.6122829088,-6.48890711669,-8.6367208122,-7.45264605123,-6.6692378307,-6.29920757405,-5.74534554192,-0.237967774775,-7.39091978951,-7.31149020264,-8.61223992354,-0.771161340474,-6.62022843166,-8.44039323559,-8.38490475361,-1.18972865458,-5.23685988245,-7.40180307135,-9.12389891398,-9.46985280119,-8.64255464823,-0.391251907643,-8.5886659176,-5.08853526987,-8.48521346506,-7.03167533406,-8.72852445107,-0.673696928409,-6.44150024355,-8.5097431781,-7.40338235908,-5.1679327999,-5.78085223038
"4",-0.666098701727,-4.06734495805,5.26791327063,0.895853252787,-3.42809264063,-0.140832393807,-2.87401856818,-3.54392879763,1.08824633165,-1.78837787624,-3.93619157174,-2.75211681077,-1.96870859025,-1.5986783336,-1.04481630147,-5.92233319854,-4.07668491017,-2.61096096218,-3.91171068309,-4.79337497435,-2.61284637177,-3.73986399513,-3.68437551315,-5.50133272008,-2.14576855443,-4.78071537257,-4.42336967353,-4.76932356074,-1.54413013497,-5.0845505826,-3.88813667715,-2.33391617848,-4.47783140517,-4.12290556283,-4.72114239118,-5.17789232115,-2.43411818365,-3.11606675709,-2.70285311863,-3.83469938943,-2.17893527859
"5",-3.80462711301,-4.90328827633,0.895853252787,3.98865894385,-4.26403595892,-4.37797309375,-3.37348964984,-6.68245720891,-1.35713489907,-2.62432119452,0.158013153157,-5.89064522205,-4.41408982097,-4.73720674488,-3.49019753219,-9.06086160982,-7.21521332145,-5.74948937346,-3.52387856975,-7.93190338563,-5.75137478305,-5.49209804529,-5.43660956331,-8.63986113136,-2.19325451235,-7.91924378385,-5.25931299182,-5.96194182296,-0.254008595494,-8.22307899388,-7.02666508843,-5.47244458976,-4.18237261196,-7.26143397411,-6.76105851379,-8.31642073242,-5.57264659493,-6.25459516837,-5.84138152991,-1.05433394644,-2.54487496763
"7",-4.72737562476,-7.43547470052,-3.42809264063,-4.26403595892,3.70204124032,-4.20210931684,-4.85585394953,-5.65929557161,-2.97303059138,-2.11198518099,-1.26168848053,-5.42709937269,-6.02998551328,-0.0802254306472,-4.00748093583,-5.04196769897,-1.47610709266,-6.67223788522,-2.86099981776,-8.85465189738,-4.72821314575,-0.882445699148,1.17152419977,-5.84903757641,-3.37383213341,-0.229670759099,-2.0421064301,-2.25273912605,-2.6451449639,-5.27462649473,-3.12109986288,2.26834898624,-2.32650223245,-1.35438874835,-0.65383411384,-9.23916924418,-5.39678281802,-0.147813344215,-0.357250055593,-1.95055570386,-4.4484527324
"8",-2.5387276666,-5.24682674237,-0.140832393807,-4.37797309375,-4.20210931684,4.29220547068,-2.34875226026,-4.72341058195,-0.784382633227,1.22179508147,0.0938127967819,-2.83298630642,0.407157686921,-3.47130729848,-0.432538616558,-7.79496216342,-5.94931387505,-0.389245364838,1.1441981702,-5.27970957811,-2.87603742421,-1.7412919491,-2.26116761203,-2.85217310791,-0.651101689325,-5.96019715689,-0.180106512925,-6.64195252561,-2.98144102859,-6.95717954748,-5.76076564203,-3.51339796279,-0.785939962722,0.645647642032,-0.00209762404968,-7.05052128602,-3.20813485986,-5.68184290253,-3.88233490295,1.01289180083,1.70100839535
"C",-4.17330155231,-6.88140062807,-2.87401856818,-3.37348964984,-4.85585394953,-2.34875226026,4.13493509517,-7.05113164821,-2.41895651893,-2.52299200458,-7.44339442233,0.965433744413,1.21865061769,-4.00726889551,0.635366653789,-9.42953604912,-4.5881554872,1.96083444592,-0.136839875576,-8.30057782493,-6.12004922235,-5.45530737649,-3.72584246094,-9.00853557066,1.71599899718,-0.5885288169,-1.99040127139,-8.27652641132,-7.1615461859,-8.59175343318,-7.39533952773,-5.84111902906,-4.8069804254,0.963119464278,0.512471385803,-8.68509517173,-5.94132103424,-5.524657319,-2.05117288585,-3.18301915666,-0.617233926957
"E",-4.84321178176,-0.578236112421,-3.54392879763,-6.68245720891,-5.65929557161,-4.72341058195,-7.05113164821,2.42550949362,-3.08886674838,-5.96549095627,-8.11330465178,-6.92922989081,-6.14582167028,-5.77579141363,-5.2219293815,-0.0569361873893,-8.2537979902,-6.78807404222,-8.08882376312,0.311242313679,-6.7899594518,-7.91697707517,-7.86148859319,-1.21212493907,-6.32288163447,-8.95782845261,-8.60048275356,-8.94643664077,-9.21775077647,-1.45904559919,-8.06524975718,-6.51102925851,-8.6549444852,-8.30001864286,-8.89825547121,-3.05973939974,-6.61123126369,-7.98632701768,-6.87996619866,-8.01181246946,-6.35604835863
"G",-0.21103665248,-3.6122829088,1.08824633165,-1.35713489907,-2.97303059138,-0.784382633227,-2.41895651893,-3.08886674838,8.30140288533,-1.33331582699,-0.916180165033,-2.29705476152,-1.513646541,2.32211961845,-0.589754252221,-5.46727114929,-3.62162286092,-2.15589891293,-3.45664863384,-4.3383129251,-2.15778432252,2.16193542578,-1.84301910278,-5.04627067083,-1.69070650519,1.73813188536,-2.86969533562,-4.31426151149,-4.58557564719,-4.62948853335,-3.4330746279,4.62842358316,-1.62487408312,-3.66784351358,-4.26608034193,-4.7228302719,-1.28590895384,-3.3541518884,1.92659620052,-2.68649015962,-1.72387322935
"L",-3.08766086037,-6.48890711669,-1.78837787624,-2.62432119452,-2.11198518099,1.22179508147,-2.52299200458,-5.96549095627,-1.33331582699,4.63641300843,-0.123343004667,-2.17794669586,-1.34574831117,-4.02024049224,2.6203962668,-8.34389535718,-6.49824706881,-0.784027878776,-0.753543015743,-7.21493713299,-5.03440853041,-3.59647679632,-4.49649975936,-7.92289487872,-0.362638093686,-3.44107741552,1.60889548362,-5.80459135826,-2.45156456099,-7.50611274124,-5.21108654712,-2.35758306432,-1.2329668757,-5.44585543281,-1.69166609626,-7.59945447979,-4.8556803423,-4.43901662706,-1.94636144692,-1.24562625398,-2.20260216444
"N",-5.23547455587,-8.6367208122,-3.93619157174,0.158013153157,-1.26168848053,0.0938127967819,-7.44339442233,-8.11330465178,-0.916180165033,-0.123343004667,3.81208684401,-7.32149266492,-5.84493726384,-3.68314753796,-5.61419215561,-10.4917090527,-5.24486338265,-7.18033681633,-2.1354501764,-6.65470062739,-5.39046275669,-0.59769086965,-1.45135660397,-6.8126120362,-1.57348085208,-1.23188417731,-0.487624917494,-0.89730793688,1.00234688297,-9.65392643674,-6.1549274383,-0.863037321344,-3.27888626352,-8.69228141698,-3.91523983764,-9.74726817529,-4.17028069374,-3.959749184,-1.15193155382,-3.48409431775,-4.44572603974
